Ранг ГЛ;Ранг РУ;Уровень;По-английски;По-французски;Инфинитив;Подробности;Разговорный;Неправильный;Группа ;Суффикс спряжения;Совершенный вид;Пара аспектов;Возвратный;Движение;Я;Ты;Он/Она/Оно;Мы;Вы;Они;Повелительное накл. 1;Повелительное накл. 2;Деепричастие Наст. время;Деепричастие Прош. время;Действит. причастие Наст. время;Действит. причастие Прош. время;Страдат. причастие Наст. время;Страдат. причастие Прош. время
1725;8887;C2;"favour; be favourable (to)";favoriser;благоприятствовать;;;;;;несовер.;;not reflexive;movement;благоприятствую;благоприятствуешь;благоприятствует;благоприятствуете;благоприятствуем;благоприятствуют;благоприятствуй;благоприятствуйте;благоприятствуя;благоприятствовав;благоприятствующий;благоприятствовавший;благоприятствующий;благоприятствовавший
1726;8888;C2;"conquer; subdue";"soumettre; subjuguer";покорять;;;;;;несовер.;покорять/покорить;not reflexive;not movement;покоряю;покоряешь;покоряет;покоряете;покоряем;покоряют;покоряй;покоряйте;покоряя;покорявши;покоряющий;покорявший;покоряемый;
10000;10000;C2;"conquer; subdue";"soumettre; subjuguer";покорить;;;;;;совер.;покорять/покорить;not reflexive;not movement;покорю;покоришь;покорит;покорите;покорим;покорят;покори;покорите;;покорив, *покоривши;;покоривший;;покорённый
1727;8889;C2;"find fault (with); carp / cavil / nag (at)";"s'en prendre à à propos de; chicaner sur";придираться;;;;;;несовер.;придираться/придраться;reflexive;movement aspect unset;;;;;;;;;;;;;;
10000;10000;C2;"find fault (with); carp / cavil / nag (at)";"s'en prendre à à propos de; chicaner sur";придраться;;;;;;совер.;придираться/придраться;reflexive;not movement;придерусь;придерёшься;придерётся;придерётесь;придерёмся;придерутся;придерись;придеритесь;придерясь;придравшись;придерущийся;придравшийся;придерущийся;придравшийся
1728;8890;C2;march;"marcher; défiler";маршировать;;;;;;несовер.;;not reflexive;movement;марширую;маршируешь;марширует;маршируете;маршируем;маршируют;маршируй;маршируйте;маршируя;маршировав;марширующий;маршировавший;марширующий;маршировавший
1729;8892;C2;"counteract; oppose (to)";"s'opposer à; résister à";противодействовать;;;;;;несовер.;;not reflexive;movement;противодействую;противодействуешь;противодействует;противодействуете;противодействуем;противодействуют;противодействуй;противодействуйте;противодействуя;противодействовав;противодействующий;противодействовавший;противодействующий;противодействовавший
1730;8896;C2;"щипнуть; ущипнуть";"pincer; donner des pinçades (à)";щипать;;;;;;несовер.;щипать/пощипать;not reflexive;not movement;щипаю, щиплю;щипаешь, щиплешь;щипает, щиплет;щипаете, щиплете;щипаем, щиплем;щипают, щиплют;щипай, щипли;щипайте, щиплите;щипая, щипля;щипав;щиплющий;щипавший;;
10000;10000;C2;"pinch; nip";"pincer; donner des pinçades (à)";пощипать;;;;;;совер.;щипать/пощипать;not reflexive;not movement;пощиплю;пощиплешь;пощиплет;пощиплете;пощиплем;пощиплют;пощипли;пощиплите;;пощипав, *пощипавши;;пощипавший;;
1731;8899;C2;tear slightly;se déchirer;надрываться;;;;;;несовер.;надрываться/надорваться;reflexive;not movement;надрываюсь;надрываешься;надрывается;надрываетесь;надрываемся;надрываются;надрывайся;надрывайтесь;надрываясь;надрывавшись;надрывающийся;надрывавшийся;надрывающийся;надрывавшийся
10000;10000;C2;tear slightly;se déchirer;надорваться;;;;;;совер.;надрываться/надорваться;reflexive;not movement;надорвусь;надорвёшься, надорвешься;надорвётся, надорвется;надорвётесь, надорветесь;надорвёмся, надорвемся;надорвутся;надорвись;надорвитесь;;надорвавшись;;надорвавшийся;;
